variable,103_present,106_present,106-_present,91-1_label,91-1_type,91-1_present,91-2_label,91-2_type,91-2_present,95_present,99_present,95_label,95_type,103_label,103_type,106_label,106_type,106-_label,106-_type,99_label,99_type,years_count
q163_10,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q12_a_8,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇八】,haven_labelled,,,,,,,,,1
s31_15,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_7,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
weight,0,0,0,,,0,,,0,1,0,加權權值,numeric,,,,,,,,,1
w_d,0,0,0,樣本權數,numeric,1,,,0,0,0,,,,,,,,,,,1
w_c,0,0,0,母體權數,numeric,1,,,0,0,0,,,,,,,,,,,1
w_b,0,0,0,,,0,母體權數,numeric,1,0,0,,,,,,,,,,,1
w2,1,0,0,,,0,,,0,0,0,,,母體權數,numeric,,,,,,,1
q163_12,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
type,0,0,0,,,0,,,0,0,1,,,,,,,,,樣本編號,haven_labelled,1
start,0,0,0,,,0,,,0,0,1,,,,,,,,,開始時間(如2:5key成 0205),numeric,1
q103,0,0,0,,,0,,,0,1,0,Q10-3.請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少?【過去,haven_labelled,,,,,,,,,1
sex,0,0,0,,,0,,,0,0,1,,,,,,,,,性別,haven_labelled,1
q104,0,0,0,,,0,,,0,1,0,Q10-4.請問您個人每個月的「房屋、土地出租租金」收入總共是多少?,haven_labelled,,,,,,,,,1
q105,0,0,0,,,0,,,0,1,0,Q10-5.除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少?,haven_labelled,,,,,,,,,1
s31_9,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_8,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_6,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_16,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_5,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_4,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_3,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_25,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_24,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_23,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_22,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_21,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_20,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
q162_1,0,0,0,,,0,,,0,1,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇一】,haven_labelled,,,,,,,,,1
s31_2,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_19,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_18,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
s31_17,0,0,0,,,0,,,0,1,0,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,,,,,,,,,1
q162_2,0,0,0,,,0,,,0,1,0,Q16-2.您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些?【可複選，選擇二】,haven_labelled,,,,,,,,,1
q5_4,0,0,0,,,0,,,0,1,0,Q5-4.您家中有沒有裝小耳朵?,haven_labelled,,,,,,,,,1
q161,0,0,0,,,0,,,0,1,0,Q16-1.請問您個人或您的家人有沒有申請「原住民綜合發展基金貸款」?,haven_labelled,,,,,,,,,1
q17_3,0,0,0,,,0,,,0,1,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,,,,,,,,,1
q102,0,0,0,,,0,,,0,1,0,Q10-2.請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少?,haven_labelled,,,,,,,,,1
q121,0,0,0,,,0,,,0,1,0,Q12-1.請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少?【過去,haven_labelled,,,,,,,,,1
q1210,0,0,0,,,0,,,0,1,0,Q12-10.請問您全家每個月用在支付「利息、各項貸款、跟會」的費用是多少?【過去ㄧ年平均,haven_labelled,,,,,,,,,1
q1211,0,0,0,,,0,,,0,1,0,Q12-11.請問您全家每個月用在支付「買衣服、鞋子、襪子各項衣物」的費用是多少?【過去ㄧ,haven_labelled,,,,,,,,,1
q1212,0,0,0,,,0,,,0,1,0,Q12-12.請問您全家每個月用在支付購買「傢俱、家庭電器、廚房用具等」的費用是多少?【過,haven_labelled,,,,,,,,,1
q1213,0,0,0,,,0,,,0,1,0,Q12-13.請問您全家每個月用在支付「兒童照顧、老人照顧、身心障礙者照顧等」的費用是多少,haven_labelled,,,,,,,,,1
q13_3,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇三】,haven_labelled,,,,,,,,,1
q1214,0,0,0,,,0,,,0,1,0,Q12-14.請問您全家每個月用在支付其他費用，像是「牙膏洗髮精理髮沐浴用品、或是上餐廳咖,haven_labelled,,,,,,,,,1
q122,0,0,0,,,0,,,0,1,0,Q12-2.請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修等」的費用是多少?【過去一年,haven_labelled,,,,,,,,,1
q123,0,0,0,,,0,,,0,1,0,Q12-3.請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養油錢、市,haven_labelled,,,,,,,,,1
q124,0,0,0,,,0,,,0,1,0,Q12-4.請問您全家每個月用在支付「看病就醫、繳保險費、購買醫療設備等」的費用是多少?【,haven_labelled,,,,,,,,,1
q125,0,0,0,,,0,,,0,1,0,Q12-5.請問您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?【過去ㄧ年平均每,haven_labelled,,,,,,,,,1
q126,0,0,0,,,0,,,0,1,0,Q12-6.請問您全家每個月用在支付「繳各種稅、勞健保、農漁保險、紅白包禮金、捐款」的費,haven_labelled,,,,,,,,,1
q127,0,0,0,,,0,,,0,1,0,Q12-7.請問您全家每個月用在支付「打掃家庭、洗衣洗碗、請傭人等」的費用是多少?【過去ㄧ,haven_labelled,,,,,,,,,1
q128,0,0,0,,,0,,,0,1,0,Q12-8.請問您全家每個月用在支付「各項學費、補習費、報紙雜誌書籍文具等」的費用是多少?,haven_labelled,,,,,,,,,1
q129,0,0,0,,,0,,,0,1,0,Q12-9.請問您全家每個月用在支付「國內外旅遊、運動娛樂消遣」的費用是多少?【過去ㄧ年平,haven_labelled,,,,,,,,,1
q12_a_1,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇一】,haven_labelled,,,,,,,,,1
q12_a_2,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇二】,haven_labelled,,,,,,,,,1
q12_a_3,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇三】,haven_labelled,,,,,,,,,1
q12_a_4,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇四】,haven_labelled,,,,,,,,,1
q12_a_5,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇五】,haven_labelled,,,,,,,,,1
q13_2,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇二】,haven_labelled,,,,,,,,,1
q12_a_6,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇六】,haven_labelled,,,,,,,,,1
q12_a_7,0,0,0,,,0,,,0,1,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇七】,haven_labelled,,,,,,,,,1
q13_1,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇一】,haven_labelled,,,,,,,,,1
q13_4,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇四】,haven_labelled,,,,,,,,,1
q115,0,0,0,,,0,,,0,1,0,Q11-5.包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少?【過去一年,haven_labelled,,,,,,,,,1
q163_4,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q13_5,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇五】,haven_labelled,,,,,,,,,1
q163_5,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q163_6,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q7,0,0,0,,,0,,,0,1,0,Q7.請問您每個月房屋貸款要繳多少錢?,haven_labelled,,,,,,,,,1
q163_7,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q64,0,0,0,,,0,,,0,1,0,Q6-4.請問您已經有幾年沒有繳房屋貸款?(跳Q8),haven_labelled,,,,,,,,,1
q63,0,0,0,,,0,,,0,1,0,Q6-3.請問您已經繳了幾年的房屋貸款?(跳Q7),haven_labelled,,,,,,,,,1
q62,0,0,0,,,0,,,0,1,0,Q6-2.請問您目前有沒有繼續在繳房屋貸款?,haven_labelled,,,,,,,,,1
q61,0,0,0,,,0,,,0,1,0,Q6-1.請問您家中的房屋貸款總共借(貸)了多少錢?,haven_labelled,,,,,,,,,1
q5_5,0,0,0,,,0,,,0,1,0,Q5-5.您家中有沒有裝有線電視?,haven_labelled,,,,,,,,,1
q131,0,0,0,,,0,,,0,1,0,Q13-1.請問您個人每個月用於投資的金額是多少?,haven_labelled,,,,,,,,,1
q5_3,0,0,0,,,0,,,0,1,0,Q5-3.請問您家中有幾部家用電腦?____部(筆記型電腦、手提電腦也包括),haven_labelled,,,,,,,,,1
q5_2,0,0,0,,,0,,,0,1,0,Q5-2.請問您家中有幾部冷暖氣機?____部,haven_labelled,,,,,,,,,1
q5_1,0,0,0,,,0,,,0,1,0,Q5-1.請問您家中有幾部自用汽車?____部(自用貨車也包括),haven_labelled,,,,,,,,,1
q163_8,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q163_9,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
q171,0,0,0,,,0,,,0,1,0,Q17-1.最希望從農會、儲蓄互助社，還是一般銀行取得貸款資金?,haven_labelled,,,,,,,,,1
q17_1,0,0,0,,,0,,,0,1,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,,,,,,,,,1
q13_6,0,0,0,,,0,,,0,1,0,Q13.請問您個人目前有從事以下哪些投資?【訪員逐一提示選項，選擇六】,haven_labelled,,,,,,,,,1
q17_2,0,0,0,,,0,,,0,1,0,Q17.有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款?房屋貸款?創業貸款?【複選題，選,haven_labelled,,,,,,,,,1
q23f,0,0,0,,,0,23-6.請問每個月家庭平均支出中，旅遊娛樂消遣支出是多少?,haven_labelled,1,0,0,,,,,,,,,,,1
q23e,0,0,0,,,0,23-5.請問每個月家庭平均支出中，教育書報雜誌文具花費多少?,haven_labelled,1,0,0,,,,,,,,,,,1
q111,0,0,0,,,0,,,0,1,0,Q11-1.包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁,haven_labelled,,,,,,,,,1
q112,0,0,0,,,0,,,0,1,0,Q11-2.包含您本人，全家每個月接受「政府津貼補助、各種保險」總收入是多少?【過去ㄧ年平,haven_labelled,,,,,,,,,1
q113,0,0,0,,,0,,,0,1,0,Q11-3.包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少?【,haven_labelled,,,,,,,,,1
q114,0,0,0,,,0,,,0,1,0,Q11-4.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少?【過去ㄧ年平均每,haven_labelled,,,,,,,,,1
q163_11,0,0,0,,,0,,,0,1,0,Q16-3.希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊?【可複選,haven_labelled,,,,,,,,,1
l2_4_10,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十,haven_labelled,,,,,,,1
q101,0,0,0,,,0,,,0,1,0,Q10-1.請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己,haven_labelled,,,,,,,,,1
f4_2_6,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
g3_3,0,0,0,,,0,,,0,0,1,,,,,,,,,G3-3.請問您家中已經繳了幾年的房屋貸款？,haven_labelled,1
g3_2,0,0,0,,,0,,,0,0,1,,,,,,,,,G3-2.請問您家中目前有沒有繼續在繳房屋貸款？,haven_labelled,1
g3_1,0,0,0,,,0,,,0,0,1,,,,,,,,,G3-1.請問您家中目前的房屋貸款總共借（貸）了多少錢？,haven_labelled,1
g2o,1,0,0,,,0,,,0,0,0,,,G2.請問您每個月的房屋租金是多少?請記錄___元,numeric,,,,,,,1
g1o,1,0,0,,,0,,,0,0,0,,,G1.請問您現在住的房子是屬於誰的?其他(請說明),character,,,,,,,1
farm,0,0,0,,,0,,,0,1,0,農家與非農家,haven_labelled,,,,,,,,,1
f4_2_7,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
f4_2_5,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
g3_5,0,0,0,,,0,,,0,0,1,,,,,,,,,G3-5.請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,haven_labelled,1
f4_2_4,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
f4_2_3,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
f4_2_2,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
f4_2_1,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1
f4_1r,0,0,0,,,0,,,0,0,1,,,,,,,,,F4-1.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作？,haven_labelled,1
f4,0,0,0,,,0,,,0,0,1,,,,,,,,,F4.請問您的先生/太太有沒有在工作？,haven_labelled,1
f3o,1,0,0,,,0,,,0,0,0,,,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),character,,,,,,,1
g3_4,0,0,0,,,0,,,0,0,1,,,,,,,,,G3-4.請問您家中已經有幾年沒有繳房屋貸款？,haven_labelled,1
g4_1,0,0,0,,,0,,,0,0,1,,,,,,,,,G4-1.請問您個人的信用貸款、車貸、信用卡、現金卡總共借了多少錢？,haven_labelled,1
f3_3,1,0,0,,,0,,,0,0,0,,,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,,,,,,,1
g7_2,1,0,0,,,0,,,0,0,0,,,G7-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等,haven_labelled,,,,,,,1
h4o,1,0,0,,,0,,,0,0,0,,,H4.請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少?,numeric,,,,,,,1
h3o,1,0,0,,,0,,,0,0,0,,,H3.請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」,numeric,,,,,,,1
gender,1,0,0,,,0,,,0,0,0,,,戶長性別,haven_labelled,,,,,,,1
g8_2,1,0,0,,,0,,,0,0,0,,,G8-2.請問您是用何種方式還款?(沒有還款者，詢問與債主約定還款方式是什麼),haven_labelled,,,,,,,1
g8_1o,1,0,0,,,0,,,0,0,0,,,G8-1.請問您借錢、預支薪水、賒帳的金額大約多少?請記錄___元,numeric,,,,,,,1
g8_1,1,0,0,,,0,,,0,0,0,,,G8-1.請問您借錢、預支薪水、賒帳的金額大約多少?,haven_labelled,,,,,,,1
g7_2o,1,0,0,,,0,,,0,0,0,,,G7-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等,numeric,,,,,,,1
g7_1o,1,0,0,,,0,,,0,0,0,,,G7-1.請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款總共借了多少錢?,numeric,,,,,,,1
g4_2,0,0,0,,,0,,,0,0,1,,,,,,,,,G4-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡等的貸款金額，總共是多,haven_labelled,1
g7_1,1,0,0,,,0,,,0,0,0,,,G7-1.請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款總共借了多少錢?,haven_labelled,,,,,,,1
g6_2o,1,0,0,,,0,,,0,0,0,,,G6-2.請問您家中每個月房屋貸款要繳多少錢?請記錄___元,numeric,,,,,,,1
g6_2,1,0,0,,,0,,,0,0,0,,,G6-2.請問您家中每個月房屋貸款要繳多少錢?【過去ㄧ年平均每個月的繳款金額】,haven_labelled,,,,,,,1
g6_1o,1,0,0,,,0,,,0,0,0,,,G6-1.請問您家中目前的房屋貸款總共借(貸)了多少錢?請記錄___元,numeric,,,,,,,1
g5o,1,0,0,,,0,,,0,0,0,,,G5.請問您現在住的房子當初購買/搭建共花了多少錢?請記錄___元,character,,,,,,,1
g5_2,0,0,0,,,0,,,0,0,1,,,,,,,,,G5-2.請問您個人每個月要繳納的創業貸款總共是多少？【過去ㄧ年平均每個月的金額】,haven_labelled,1
g5_1,0,0,0,,,0,,,0,0,1,,,,,,,,,G5-1.請問您個人的創業貸款總共借了多少錢？,haven_labelled,1
f3_4,1,0,0,,,0,,,0,0,0,,,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,,,,,,,1
f3_2,1,0,0,,,0,,,0,0,0,,,F3.請問您家庭的主要經濟來源是什麼?(可複選，超過總收入五分之一者皆算入主要經濟來源),haven_labelled,,,,,,,1
number,0,0,0,,,0,,,0,0,1,,,,,,,,,戶內人口編號,numeric,1
c51_3,0,0,0,,,0,,,0,1,0,C5-13.16-54歲的原住民有幾位?____人,haven_labelled,,,,,,,,,1
c73,0,0,0,,,0,,,0,1,0,C7-3.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作?,haven_labelled,,,,,,,,,1
c72,0,0,0,,,0,,,0,1,0,C7-2.請問您的配偶有沒有在工作?,haven_labelled,,,,,,,,,1
c71,0,0,0,,,0,,,0,1,0,C7-1.請問您的先生(太太)是哪一個族別?,haven_labelled,,,,,,,,,1
c7,0,0,0,,,0,,,0,1,0,C7.請問您的先生(太太)是不是原住民?或是外籍配偶?,haven_labelled,,,,,,,,,1
c6,0,0,0,,,0,,,0,1,0,C6.請問您目前的婚姻狀況是?,haven_labelled,,,,,,,,,1
c51_5,0,0,0,,,0,,,0,1,0,C5-15.65歲以上的原住民有幾位?____人,haven_labelled,,,,,,,,,1
c51_4,0,0,0,,,0,,,0,1,0,C5-14.55-64歲的原住民有幾位?____人,haven_labelled,,,,,,,,,1
c51_2,0,0,0,,,0,,,0,1,0,C5-12.7-15歲的原住民有幾位?____人,haven_labelled,,,,,,,,,1
c74_2,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇二】,haven_labelled,,,,,,,,,1
c51_1,0,0,0,,,0,,,0,1,0,C5-11.6歲以下的原住民有幾位?____人,haven_labelled,,,,,,,,,1
c51,0,0,0,,,0,,,0,1,0,C5-1.其中原住民有幾位?____人,numeric,,,,,,,,,1
c5,0,0,0,,,0,,,0,1,0,C5.請問目前與您住在一起共同生活的(包括您自己)有幾個人?____人,numeric,,,,,,,,,1
c4,0,0,0,,,0,,,0,1,0,C4.請問你們家是不是符合地方政府列冊登記有案的低收入戶?,haven_labelled,,,,,,,,,1
c3,0,0,0,,,0,,,0,1,0,C3.請問您的教育程度?,haven_labelled,,,,,,,,,1
c2,0,0,0,,,0,,,0,1,0,C2.請問您今年幾歲?(若不知道，問幾年幾月生，以95-出生年=幾歲),haven_labelled,,,,,,,,,1
c10,0,0,0,,,0,,,0,1,0,C10.受訪者的性別,haven_labelled,,,,,,,,,1
c74_1,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇一】,haven_labelled,,,,,,,,,1
c74_3,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇三】,haven_labelled,,,,,,,,,1
f3_1r,0,0,0,,,0,,,0,0,1,,,,,,,,,F3-1.請問您的先生/太太所屬的族別？,haven_labelled,1
end,0,0,0,,,0,,,0,0,1,,,,,,,,,結束時間(如2:10key成 0210),numeric,1
f2o,1,0,0,,,0,,,0,0,0,,,F2.請問您的配偶屬於以下那種身分?外國人國籍,character,,,,,,,1
f2_1_5,0,0,0,,,0,,,0,0,1,,,,,,,,,F2-1-5. 65歲以上的原住民有幾位？,numeric,1
f2_1_4,0,0,0,,,0,,,0,0,1,,,,,,,,,F2-1-4. 55-64歲的原住民有幾位,numeric,1
f2_1_3,0,0,0,,,0,,,0,0,1,,,,,,,,,F2_1_3.16-54歲的原住民有幾位？,numeric,1
f2_1_2,0,0,0,,,0,,,0,0,1,,,,,,,,,F2_1_2.7-15歲的原住民有幾位？,numeric,1
f2_1_1,0,0,0,,,0,,,0,0,1,,,,,,,,,F2_1_1.6歲以下的原住民有幾位？,numeric,1
f1_1,1,0,0,,,0,,,0,0,0,,,F1-1.其中原住民族有幾位?,haven_labelled,,,,,,,1
date,0,0,0,,,0,,,0,0,1,,,,,,,,,訪問日期(如3月15日key成315),numeric,1
c74_4,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇四】,haven_labelled,,,,,,,,,1
countya,0,0,0,,,0,,,0,0,1,,,,,,,,,鄉鎮市區,haven_labelled,1
c9,0,0,0,,,0,,,0,1,0,C9.請問您目前的行業是什麼?,haven_labelled,,,,,,,,,1
c8,0,0,0,,,0,,,0,1,0,C8.請問您目前的職業是什麼?,haven_labelled,,,,,,,,,1
c74_8,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇八】,haven_labelled,,,,,,,,,1
c74_7,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇七】,haven_labelled,,,,,,,,,1
c74_6,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇六】,haven_labelled,,,,,,,,,1
c74_5,0,0,0,,,0,,,0,1,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇五】,haven_labelled,,,,,,,,,1
h5o,1,0,0,,,0,,,0,0,0,,,H5.請問您個人每個月的「房屋、土地出租租金」收入總共是多少?請記錄___元,numeric,,,,,,,1
h6o,1,0,0,,,0,,,0,0,0,,,H6.除了以上這些收入以外，請問您(經濟戶長)個人每個月「其他雜項」收入總共是多少?請記,numeric,,,,,,,1
i10,1,0,0,,,0,,,0,0,0,,,I10.請問家中戶籍不在這裡，但是仍然每個月或定期會提供家裡金錢的家人有幾位?,haven_labelled,,,,,,,1
l2_3o,1,0,0,,,0,,,0,0,0,,,L2-3.請問您希望申請「原民會專案貸款」有哪些項目?(可複選)其他(請說明),character,,,,,,,1
l2_4_4,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊四,haven_labelled,,,,,,,1
l2_4_3,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊三,haven_labelled,,,,,,,1
l2_4_2,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊二,haven_labelled,,,,,,,1
l2_4_12,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十二,haven_labelled,,,,,,,1
l2_4_11,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊十一,haven_labelled,,,,,,,1
c1,0,0,0,,,0,,,0,1,0,C1.首先請問您屬於哪一個族別?,haven_labelled,,,,,,,,,1
l2_4_1,1,0,0,,,0,,,0,0,0,,,L2-4.請問您希望從哪裡知道「原住民專案貸款」的資訊?(可複選)資訊一,haven_labelled,,,,,,,1
